item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0127,127,of_in_question,be_present,employee,employees,committee,committees,PP,plural,plural,The employees of the committees in question,is,are,are,is,The employees of the committees in question are responsible for the decision.,1,1,4,4,6,7
agr_0128,128,of_in_question,be_present,painter,painters,program,programs,SS,singular,singular,The painter of the program in question,is,are,is,are,The painter of the program in question is responsible for the decision.,1,1,4,4,6,7
agr_0128,128,of_in_question,be_present,painter,painters,program,programs,SP,singular,plural,The painter of the programs in question,is,are,is,are,The painter of the programs in question is responsible for the decision.,1,1,4,4,6,7
agr_0128,128,of_in_question,be_present,painter,painters,program,programs,PS,plural,singular,The painters of the program in question,is,are,are,is,The painters of the program in question are responsible for the decision.,1,2,5,5,7,8
agr_0128,128,of_in_question,be_present,painter,painters,program,programs,PP,plural,plural,The painters of the programs in question,is,are,are,is,The painters of the programs in question are responsible for the decision.,1,2,5,5,7,8
agr_0129,129,of_in_question,be_present,analyst,analysts,enterprise,enterprises,SS,singular,singular,The analyst of the enterprise in question,is,are,is,are,The analyst of the enterprise in question is responsible for the decision.,1,1,4,4,6,7
agr_0129,129,of_in_question,be_present,analyst,analysts,enterprise,enterprises,SP,singular,plural,The analyst of the enterprises in question,is,are,is,are,The analyst of the enterprises in question is responsible for the decision.,1,1,4,4,6,7
agr_0129,129,of_in_question,be_present,analyst,analysts,enterprise,enterprises,PS,plural,singular,The analysts of the enterprise in question,is,are,are,is,The analysts of the enterprise in question are responsible for the decision.,1,1,4,4,6,7
agr_0129,129,of_in_question,be_present,analyst,analysts,enterprise,enterprises,PP,plural,plural,The analysts of the enterprises in question,is,are,are,is,The analysts of the enterprises in question are responsible for the decision.,1,1,4,4,6,7
agr_0130,130,of_in_question,be_present,student,students,committee,committees,SS,singular,singular,The student of the committee in question,is,are,is,are,The student of the committee in question is responsible for the decision.,1,1,4,4,6,7
agr_0130,130,of_in_question,be_present,student,students,committee,committees,SP,singular,plural,The student of the committees in question,is,are,is,are,The student of the committees in question is responsible for the decision.,1,1,4,4,6,7
agr_0130,130,of_in_question,be_present,student,students,committee,committees,PS,plural,singular,The students of the committee in question,is,are,are,is,The students of the committee in question are responsible for the decision.,1,1,4,4,6,7
agr_0130,130,of_in_question,be_present,student,students,committee,committees,PP,plural,plural,The students of the committees in question,is,are,are,is,The students of the committees in question are responsible for the decision.,1,1,4,4,6,7
agr_0131,131,of_in_question,be_present,painter,painters,platform,platforms,SS,singular,singular,The painter of the platform in question,is,are,is,are,The painter of the platform in question is responsible for the decision.,1,1,4,4,6,7
agr_0131,131,of_in_question,be_present,painter,painters,platform,platforms,SP,singular,plural,The painter of the platforms in question,is,are,is,are,The painter of the platforms in question is responsible for the decision.,1,1,4,4,6,7
agr_0131,131,of_in_question,be_present,painter,painters,platform,platforms,PS,plural,singular,The painters of the platform in question,is,are,are,is,The painters of the platform in question are responsible for the decision.,1,2,5,5,7,8
agr_0131,131,of_in_question,be_present,painter,painters,platform,platforms,PP,plural,plural,The painters of the platforms in question,is,are,are,is,The painters of the platforms in question are responsible for the decision.,1,2,5,5,7,8
agr_0132,132,of_in_question,be_present,consultant,consultants,organization,organizations,SS,singular,singular,The consultant of the organization in question,is,are,is,are,The consultant of the organization in question is responsible for the decision.,1,1,4,4,6,7
agr_0132,132,of_in_question,be_present,consultant,consultants,organization,organizations,SP,singular,plural,The consultant of the organizations in question,is,are,is,are,The consultant of the organizations in question is responsible for the decision.,1,1,4,4,6,7
agr_0132,132,of_in_question,be_present,consultant,consultants,organization,organizations,PS,plural,singular,The consultants of the organization in question,is,are,are,is,The consultants of the organization in question are responsible for the decision.,1,1,4,4,6,7
agr_0132,132,of_in_question,be_present,consultant,consultants,organization,organizations,PP,plural,plural,The consultants of the organizations in question,is,are,are,is,The consultants of the organizations in question are responsible for the decision.,1,1,4,4,6,7
agr_0133,133,of_in_question,be_present,advisor,advisors,alliance,alliances,SS,singular,singular,The advisor of the alliance in question,is,are,is,are,The advisor of the alliance in question is responsible for the decision.,1,1,4,4,6,7
agr_0133,133,of_in_question,be_present,advisor,advisors,alliance,alliances,SP,singular,plural,The advisor of the alliances in question,is,are,is,are,The advisor of the alliances in question is responsible for the decision.,1,1,4,4,6,7
agr_0133,133,of_in_question,be_present,advisor,advisors,alliance,alliances,PS,plural,singular,The advisors of the alliance in question,is,are,are,is,The advisors of the alliance in question are responsible for the decision.,1,1,4,4,6,7
agr_0133,133,of_in_question,be_present,advisor,advisors,alliance,alliances,PP,plural,plural,The advisors of the alliances in question,is,are,are,is,The advisors of the alliances in question are responsible for the decision.,1,1,4,4,6,7
agr_0134,134,of_in_question,be_present,author,authors,college,colleges,SS,singular,singular,The author of the college in question,is,are,is,are,The author of the college in question is responsible for the decision.,1,1,4,4,6,7
agr_0134,134,of_in_question,be_present,author,authors,college,colleges,SP,singular,plural,The author of the colleges in question,is,are,is,are,The author of the colleges in question is responsible for the decision.,1,1,4,4,6,7
agr_0134,134,of_in_question,be_present,author,authors,college,colleges,PS,plural,singular,The authors of the college in question,is,are,are,is,The authors of the college in question are responsible for the decision.,1,1,4,4,6,7
agr_0134,134,of_in_question,be_present,author,authors,college,colleges,PP,plural,plural,The authors of the colleges in question,is,are,are,is,The authors of the colleges in question are responsible for the decision.,1,1,4,4,6,7
agr_0135,135,of_in_question,be_present,reporter,reporters,club,clubs,SS,singular,singular,The reporter of the club in question,is,are,is,are,The reporter of the club in question is responsible for the decision.,1,1,4,4,6,7
agr_0135,135,of_in_question,be_present,reporter,reporters,club,clubs,SP,singular,plural,The reporter of the clubs in question,is,are,is,are,The reporter of the clubs in question is responsible for the decision.,1,1,4,4,6,7
agr_0135,135,of_in_question,be_present,reporter,reporters,club,clubs,PS,plural,singular,The reporters of the club in question,is,are,are,is,The reporters of the club in question are responsible for the decision.,1,1,4,4,6,7
agr_0135,135,of_in_question,be_present,reporter,reporters,club,clubs,PP,plural,plural,The reporters of the clubs in question,is,are,are,is,The reporters of the clubs in question are responsible for the decision.,1,1,4,4,6,7
agr_0136,136,of_in_question,be_present,administrator,administrators,agency,agencies,SS,singular,singular,The administrator of the agency in question,is,are,is,are,The administrator of the agency in question is responsible for the decision.,1,1,4,4,6,7
agr_0136,136,of_in_question,be_present,administrator,administrators,agency,agencies,SP,singular,plural,The administrator of the agencies in question,is,are,is,are,The administrator of the agencies in question is responsible for the decision.,1,1,4,4,6,7
